title,timestamp,bot,minor,length_old,length_new,len_diff,time_delta_sec,is_first_post,type_edit,type_log,type_new,ns_grouped_1,ns_grouped_14,ns_grouped_2,ns_grouped_3,ns_grouped_4,ns_grouped_others,title_len,is_revert,is_update,is_minor_fix,comment_len,user_activity_score,is_pro_editor,rev_diff,is_section_edit,comment_clean_len
New York City Half Marathon,2026-03-16 16:23:41,False,0,22931,22926,-5,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,10,2,0,0,0,10
New York Times Co. v. Sullivan,2026-03-16 16:17:10,False,0,35002,34938,-64,0.0,True,True,False,False,False,False,False,False,False,False,30,0,0,0,17,6,0,0,1,14
New York Times Co. v. Sullivan,2026-03-16 16:18:09,False,0,34938,34936,-2,59.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,33,6,0,0,1,30
New York Times Co. v. Sullivan,2026-03-16 16:19:33,False,1,34936,34935,-1,84.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,13,6,0,0,1,8
New York Times Co. v. Sullivan,2026-03-16 16:24:01,False,0,34935,34931,-4,268.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,17,6,0,0,1,14
New York Times Co. v. Sullivan,2026-03-16 16:27:19,False,0,34931,34955,24,198.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,13,6,0,0,1,8
New York Times Co. v. Sullivan,2026-03-16 16:31:48,False,1,34955,34951,-4,269.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,13,6,0,0,1,8
Nicaragua,2026-03-16 16:24:02,False,0,225098,225114,16,0.0,True,True,False,False,False,False,False,False,False,False,9,0,1,0,14,2,0,0,0,14
Nicaragua,2026-03-16 16:32:17,False,0,225114,225164,50,300.0,False,True,False,False,False,False,False,False,False,False,9,0,1,0,27,2,0,0,0,27
Nile,2026-03-16 16:21:15,False,0,176805,177242,437,0.0,True,True,False,False,False,False,False,False,False,False,4,0,0,0,31,3,0,0,1,28
Nile,2026-03-16 16:29:03,False,0,177242,177623,381,468.0,False,True,False,False,False,False,False,False,False,False,4,0,0,0,33,3,0,0,1,30
Nile,2026-03-16 16:30:09,False,0,177623,177623,0,66.0,False,True,False,False,False,False,False,False,False,False,4,0,0,0,46,3,0,0,1,43
Ninjago: Dragons Rising,2026-03-16 16:26:58,False,0,81641,81654,13,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,21,2,0,0,1,16
Ninjago: Dragons Rising,2026-03-16 16:27:24,False,0,81654,81654,0,26.0,False,True,False,False,False,False,False,False,False,False,23,0,0,0,10,2,0,0,0,10
Ninjago: Tournament of Elements,2026-03-16 16:19:41,False,0,27038,27037,-1,0.0,True,True,False,False,False,False,False,False,False,False,31,1,0,0,130,1,0,0,0,60
None of This Is True,2026-03-16 16:28:11,False,0,12074,15212,3138,0.0,True,True,False,False,False,False,False,False,False,False,20,0,0,0,1,7,0,0,0,1
None of This Is True,2026-03-16 16:29:11,False,0,15212,15246,34,60.0,False,True,False,False,False,False,False,False,False,False,20,0,1,0,26,7,0,0,1,23
None of This Is True,2026-03-16 16:29:33,False,0,15246,15243,-3,22.0,False,True,False,False,False,False,False,False,False,False,20,0,1,0,26,7,0,0,1,23
None of This Is True,2026-03-16 16:29:52,False,0,15243,15177,-66,19.0,False,True,False,False,False,False,False,False,False,False,20,0,0,0,72,7,0,0,0,37
Normal basis,2026-03-16 16:30:29,False,1,16337,16337,0,0.0,True,True,False,False,False,False,False,False,False,False,12,0,0,1,17,1,0,0,0,17
Not Cute Anymore,2026-03-16 16:24:55,False,1,21141,21136,-5,0.0,True,True,False,False,False,False,False,False,False,False,16,1,0,0,140,14,0,0,0,70
Not Dead Yet Tour,2026-03-16 16:21:00,False,0,20313,17683,-2630,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,30,8,0,0,0,30
Not Dead Yet Tour,2026-03-16 16:24:17,False,0,17683,17811,128,197.0,False,True,False,False,False,False,False,False,False,False,17,0,0,0,88,8,0,0,1,77
Not Dead Yet Tour,2026-03-16 16:25:11,False,0,17811,17811,0,54.0,False,True,False,False,False,False,False,False,False,False,17,0,0,0,10,8,0,0,0,10
Notre Dame Collegiate Jazz Festival,2026-03-16 16:31:41,False,0,4041,4099,58,0.0,True,True,False,False,False,False,False,False,False,False,35,0,0,0,16,3,0,0,0,16
Nuriddin Khamrokulov,2026-03-16 16:21:04,False,0,4115,4361,246,0.0,True,True,False,False,False,False,False,False,False,False,20,0,0,0,10,3,0,0,0,10
Oak Flat (Arizona),2026-03-16 16:30:31,False,1,19068,19069,1,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,61,6,0,0,0,57
Odd,2026-03-16 16:30:42,False,0,1499,1420,-79,0.0,True,True,False,False,False,False,False,False,False,False,3,0,0,0,22,51,1,0,0,18
Odd (song),2026-03-16 16:30:43,False,0,77,53,-24,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,36,51,1,0,0,36
Ofisa Tonu'u,2026-03-16 16:20:19,False,0,7112,7190,78,0.0,True,True,False,False,False,False,False,False,False,False,12,0,1,0,23,9,0,0,0,23
Ohio Penitentiary,2026-03-16 16:23:45,False,0,23823,24464,641,0.0,True,True,False,False,False,False,False,False,False,False,17,0,1,0,46,2,0,0,1,39
Oleh Dubyna,2026-03-16 16:18:24,False,1,7577,7534,-43,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,32,5,0,0,1,29
Olga Kachura,2026-03-16 16:31:43,False,0,12529,12583,54,0.0,True,True,False,False,False,False,False,False,False,False,12,0,1,0,82,93,1,0,0,68
Olivier Giacomotto,2026-03-16 16:16:47,False,0,4451,12986,8535,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,136,9,0,0,0,46
Ontario Science Centre,2026-03-16 16:25:09,False,0,53589,54218,629,0.0,True,True,False,False,False,False,False,False,False,False,22,0,1,0,499,3,0,0,1,516
Ontario Science Centre,2026-03-16 16:31:35,False,0,54218,54164,-54,386.0,False,True,False,False,False,False,False,False,False,False,22,0,1,0,211,3,0,0,0,211
Onychorhynchidae,2026-03-16 16:25:02,False,0,4785,4782,-3,0.0,True,True,False,False,False,False,False,False,False,False,16,0,0,0,28,17,0,0,1,25
Opalite (song),2026-03-16 16:25:13,False,0,107968,108131,163,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,10,4,0,0,0,10
Operation Diver,2026-03-16 16:20:52,False,0,15966,16031,65,0.0,True,True,False,False,False,False,False,False,False,False,15,0,0,0,215,65,1,0,0,203
Opinion polling for the next Greek parliamentary election,2026-03-16 16:29:05,False,0,180657,180655,-2,0.0,True,True,False,False,False,False,False,False,False,False,57,0,1,0,66,1,0,0,1,63
Opinion polling in United Kingdom constituencies (2010–2015),2026-03-16 16:16:44,False,0,402968,403027,59,0.0,True,True,False,False,False,False,False,False,False,False,60,0,0,0,35,1,0,0,1,30
Order of Saint Lazarus (statuted 1910),2026-03-16 16:17:21,False,0,76083,76214,131,0.0,True,True,False,False,False,False,False,False,False,False,38,0,0,0,95,3,0,0,0,91
Orelsan,2026-03-16 16:22:35,False,1,47427,47498,71,0.0,True,True,False,False,False,False,False,False,False,False,7,0,0,0,10,1,0,0,0,10
Orion's Board,2026-03-16 16:23:09,False,0,12031,12031,0,0.0,True,True,False,False,False,False,False,False,False,False,13,0,0,0,10,8,0,0,0,10
Orit Strook,2026-03-16 16:28:37,False,0,16314,15751,-563,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,78,1,0,0,1,75
Owen Bailey,2026-03-16 16:24:57,False,1,9890,9890,0,0.0,True,True,False,False,False,False,False,False,False,False,11,0,1,0,35,22,0,0,0,35
PBA season 48 draft,2026-03-16 16:30:59,False,0,43830,43856,26,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,15,6,0,0,1,10
PBA season 48 draft,2026-03-16 16:31:35,False,0,43856,43882,26,36.0,False,True,False,False,False,False,False,False,False,False,19,0,0,0,22,6,0,0,1,17
PBA season 48 draft,2026-03-16 16:32:27,False,0,43882,43908,26,52.0,False,True,False,False,False,False,False,False,False,False,19,0,0,0,15,6,0,0,1,10
PBA season 49 draft,2026-03-16 16:30:10,False,0,30185,30263,78,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,15,6,0,0,1,10
PBA season 50 draft,2026-03-16 16:28:06,False,0,45577,45603,26,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,17,6,0,0,1,12
Pac-Man Fever (album),2026-03-16 16:20:32,False,0,7656,7782,126,0.0,True,True,False,False,False,False,False,False,False,False,21,0,0,0,10,8,0,0,0,10
Pac-Man Fever (album),2026-03-16 16:20:53,False,0,7782,7787,5,21.0,False,True,False,False,False,False,False,False,False,False,21,0,0,0,10,8,0,0,0,10
Pac-Man Fever (album),2026-03-16 16:21:53,False,0,7787,7743,-44,60.0,False,True,False,False,False,False,False,False,False,False,21,0,0,0,104,8,0,0,0,104
Pac-Man Fever (song),2026-03-16 16:29:52,False,0,10071,10104,33,0.0,True,True,False,False,False,False,False,False,False,False,20,0,0,0,10,8,0,0,0,10
Panchkula,2026-03-16 16:24:00,False,0,32959,33019,60,0.0,True,True,False,False,False,False,False,False,False,False,9,0,0,0,10,5,0,0,0,10
Panchkula,2026-03-16 16:28:59,False,0,33019,33168,149,299.0,False,True,False,False,False,False,False,False,False,False,9,0,1,0,87,5,0,0,1,84
Panchkula,2026-03-16 16:29:35,False,0,33168,33184,16,36.0,False,True,False,False,False,False,False,False,False,False,9,0,0,0,56,5,0,0,1,53
Panorama High School,2026-03-16 16:18:02,False,0,5279,5310,31,0.0,True,True,False,False,False,False,False,False,False,False,20,0,0,0,10,3,0,0,0,10
Party for Democracy (Chile),2026-03-16 16:31:07,False,0,12873,12833,-40,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,90,38,0,0,0,65
Party of the Vlachs of Albania,2026-03-16 16:16:37,False,0,7219,7177,-42,0.0,True,True,False,False,False,False,False,False,False,False,30,0,0,0,92,38,0,0,0,67
Passion (Geri Halliwell album),2026-03-16 16:25:36,False,0,17633,18968,1335,0.0,True,True,False,False,False,False,False,False,False,False,30,0,1,0,11,1,0,0,0,11
Patribotics,2026-03-16 16:20:07,False,0,7144,7212,68,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,56,2,0,0,1,53
Patrick van der Eem,2026-03-16 16:26:29,False,1,13867,13867,0,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,10,1,0,0,1,5
Paul Westerberg,2026-03-16 16:18:45,False,0,29205,29245,40,0.0,True,True,False,False,False,False,False,False,False,False,15,0,0,0,10,5,0,0,0,10
Pay-to-stay (disambiguation),2026-03-16 16:29:12,False,1,497,516,19,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,0,10,4,0,0,0,10
Peach Creek (San Jacinto River tributary),2026-03-16 16:28:31,False,0,1289,1336,47,0.0,True,True,False,False,False,False,False,False,False,False,41,0,0,0,21,3,0,0,0,21
Pedro Carbo Canton,2026-03-16 16:24:48,False,0,7836,7828,-8,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,10,1,0,0,0,10
People of the Dominican Republic,2026-03-16 16:25:01,False,1,86258,86224,-34,0.0,True,True,False,False,False,False,False,False,False,False,32,0,0,0,119,1,0,0,0,119
Peshawar Zalmi,2026-03-16 16:23:17,False,0,44788,44768,-20,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,19,2,0,0,1,14
Peshawar Zalmi,2026-03-16 16:31:20,False,0,44768,44937,169,477.0,False,True,False,False,False,False,False,False,False,False,14,0,0,0,19,2,0,0,1,14
Peter Kioso,2026-03-16 16:30:33,False,1,20750,20748,-2,0.0,True,True,False,False,False,False,False,False,False,False,11,0,1,0,35,22,0,0,0,35
Peter Thomas (announcer),2026-03-16 16:25:31,False,0,10806,10790,-16,0.0,True,True,False,False,False,False,False,False,False,False,24,0,0,0,161,2,0,0,0,63
Philosophy and religion of the Tlingit,2026-03-16 16:29:04,False,0,13847,13741,-106,0.0,True,True,False,False,False,False,False,False,False,False,38,0,0,0,32,17,0,0,1,29
Philosophy and religion of the Tlingit,2026-03-16 16:30:47,False,0,13741,13618,-123,103.0,False,True,False,False,False,False,False,False,False,False,38,0,0,0,18,17,0,0,1,15
Piratas de Quebradillas,2026-03-16 16:25:56,False,0,12233,12234,1,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,20,4,0,0,1,15
Piratas de Quebradillas,2026-03-16 16:29:14,False,0,12234,12234,0,198.0,False,True,False,False,False,False,False,False,False,False,23,0,0,0,20,4,0,0,1,15
Poles in Lithuania,2026-03-16 16:28:29,False,1,88901,88905,4,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,44,1,0,0,1,39
Pop hardcore,2026-03-16 16:22:29,False,0,0,33,33,0.0,True,False,False,True,False,False,False,False,False,False,12,0,0,0,54,2,0,0,0,39
Pop-hardcore,2026-03-16 16:21:32,False,0,0,33,33,0.0,True,False,False,True,False,False,False,False,False,False,12,0,0,0,54,2,0,0,0,39
Popular Green Alliance Party,2026-03-16 16:23:42,False,0,3435,3395,-40,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,0,90,38,0,0,0,65
Port Talbot,2026-03-16 16:20:56,False,0,52798,52774,-24,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,8,1,0,0,0,8
Portal talk:Current events/September 2026,2026-03-16 16:23:03,False,0,260,433,173,0.0,True,True,False,False,False,False,False,False,False,True,41,0,0,0,26,1,0,0,1,23
Portal talk:Current events/September 2026,2026-03-16 16:23:28,False,1,433,260,-173,25.0,False,True,False,False,False,False,False,False,False,True,41,1,0,0,168,21,0,0,0,80
Post-unification Italian brigandage,2026-03-16 16:30:25,False,0,15110,15206,96,0.0,True,True,False,False,False,False,False,False,False,False,35,0,0,0,9,1,0,0,0,9
Power noise,2026-03-16 16:21:22,False,0,7197,7209,12,0.0,True,True,False,False,False,False,False,False,False,False,11,0,1,0,83,1,0,0,0,93
Poznań,2026-03-16 16:26:19,False,0,146671,146662,-9,0.0,True,True,False,False,False,False,False,False,False,False,6,0,0,0,207,3,0,0,0,107
Premier Guitar,2026-03-16 16:29:20,False,0,3508,3923,415,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,83,8,0,0,0,79
Presidency of Bill Clinton,2026-03-16 16:22:00,False,0,127145,127185,40,0.0,True,True,False,False,False,False,False,False,False,False,26,0,0,0,195,4,0,0,0,187
President of the United States (disambiguation),2026-03-16 16:18:48,False,1,1957,1526,-431,0.0,True,True,False,False,False,False,False,False,False,False,47,1,0,0,130,3,0,0,0,65
Prikaatikenraali,2026-03-16 16:18:32,False,0,1657,1974,317,0.0,True,True,False,False,False,False,False,False,False,False,16,0,0,0,91,18,0,0,0,87
Primal (TV series),2026-03-16 16:17:00,False,0,95851,95955,104,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,10,1,0,0,0,10
Profitable growth,2026-03-16 16:24:16,False,0,4933,4977,44,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,53,3,0,0,0,40
Progresul Stadium (Pecica),2026-03-16 16:26:57,False,0,2330,2378,48,0.0,True,True,False,False,False,False,False,False,False,False,26,0,0,0,85,65,1,0,0,63
Prohibition in Iceland,2026-03-16 16:29:31,False,0,5300,5383,83,0.0,True,True,False,False,False,False,False,False,False,False,22,0,0,0,10,2,0,0,0,10
Prostitution,2026-03-16 16:24:55,False,1,156858,156858,0,0.0,True,True,False,False,False,False,False,False,False,False,12,0,0,0,25,1,0,0,1,22
Province of Pomerania (1815–1945),2026-03-16 16:20:59,False,1,101769,101770,1,0.0,True,True,False,False,False,False,False,False,False,False,33,0,0,0,14,2,0,0,1,9
Province of Pomerania (1815–1945),2026-03-16 16:24:36,False,1,101770,101794,24,217.0,False,True,False,False,False,False,False,False,False,False,33,0,0,0,10,2,0,0,0,10
Purdue University,2026-03-16 16:18:26,False,0,128872,128661,-211,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,176,3,0,0,0,78
Purpletuft,2026-03-16 16:25:32,False,0,2342,2338,-4,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,11,17,0,0,0,11
Purpletuft,2026-03-16 16:25:44,False,0,2338,2284,-54,12.0,False,True,False,False,False,False,False,False,False,False,10,0,0,0,10,17,0,0,0,10
Pusia,2026-03-16 16:21:49,False,0,13983,14004,21,0.0,True,True,False,False,False,False,False,False,False,False,5,0,0,0,7,20,0,0,0,7
Pusia jenyai,2026-03-16 16:16:51,False,0,0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,12,0,0,0,13,20,0,0,0,13
Pusia johnwolffi,2026-03-16 16:26:06,False,0,0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,16,0,0,0,13,20,0,0,0,13
Queen Sea Big Shark,2026-03-16 16:30:34,False,0,6809,6809,0,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,21,2,0,0,1,16
Queen Sea Big Shark,2026-03-16 16:31:26,False,0,6809,6819,10,51.0,False,True,False,False,False,False,False,False,False,False,19,0,0,0,20,2,0,0,1,15
Raindance (song),2026-03-16 16:24:39,False,0,28487,28487,0,0.0,True,True,False,False,False,False,False,False,False,False,16,0,0,0,31,5,0,0,1,28
Ramphocaenus,2026-03-16 16:25:57,False,0,1523,1520,-3,0.0,True,True,False,False,False,False,False,False,False,False,12,0,0,0,28,17,0,0,1,25
Ramphocaenus,2026-03-16 16:26:18,False,1,1520,1540,20,21.0,False,True,False,False,False,False,False,False,False,False,12,0,0,0,63,17,0,0,0,36
Ramphocaenus,2026-03-16 16:28:30,False,1,1540,1544,4,132.0,False,True,False,False,False,False,False,False,False,False,12,0,0,0,88,17,0,0,0,61
Ranen Ayan Dutt,2026-03-16 16:26:32,True,1,11449,11465,16,0.0,True,True,False,False,False,False,False,False,False,False,15,0,0,0,44,52,1,0,0,44
Ranma Saotome,2026-03-16 16:27:05,False,0,20411,20505,94,0.0,True,True,False,False,False,False,False,False,False,False,13,0,0,1,283,1,0,0,0,283
Rapple Dapple,2026-03-16 16:31:51,False,0,0,7916,7916,0.0,True,False,False,True,False,False,False,False,False,False,13,0,0,0,494,6,0,0,0,487
Ratan Kumar Nehru,2026-03-16 16:28:35,False,0,5016,5126,110,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,10,2,0,0,0,10
Razorlight,2026-03-16 16:22:52,False,1,40701,40698,-3,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,42,1,0,0,1,39
Razvodnik,2026-03-16 16:17:14,False,0,96,102,6,0.0,True,True,False,False,False,False,False,False,False,False,9,0,0,0,13,20,0,0,0,13
Record Mirror Club Chart,2026-03-16 16:17:18,False,0,52651,54812,2161,0.0,True,True,False,False,False,False,False,False,False,False,24,0,1,0,14,1,0,0,0,14
Religious Freedom & Business Foundation,2026-03-16 16:26:47,False,0,0,4016,4016,0.0,True,False,False,True,False,False,False,False,False,False,39,0,0,0,494,2,0,0,0,386
Rema discography,2026-03-16 16:16:40,False,0,32554,33147,593,0.0,True,True,False,False,False,False,False,False,False,False,16,0,1,0,36,12,0,0,1,33
Remotely operated underwater vehicle,2026-03-16 16:19:25,False,1,56001,56289,288,0.0,True,True,False,False,False,False,False,False,False,False,36,0,1,0,15,1,0,0,0,15
Republican Party of Albania,2026-03-16 16:16:37,False,0,7935,7893,-42,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,92,38,0,0,0,67
Residential school denialism,2026-03-16 16:16:52,False,0,40527,40554,27,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,1,46,8,0,0,1,43
Residential school denialism,2026-03-16 16:18:53,False,0,40554,40547,-7,121.0,False,True,False,False,False,False,False,False,False,False,28,0,0,0,21,8,0,0,1,16
Residential school denialism,2026-03-16 16:20:27,False,0,40547,40536,-11,94.0,False,True,False,False,False,False,False,False,False,False,28,0,0,0,54,2,0,0,1,51
Residential school denialism,2026-03-16 16:25:20,False,0,40536,40611,75,293.0,False,True,False,False,False,False,False,False,False,False,28,0,0,0,35,8,0,0,1,32
Residential school denialism,2026-03-16 16:30:07,False,0,40611,40912,301,287.0,False,True,False,False,False,False,False,False,False,False,28,0,0,0,24,8,0,0,1,21
Resolution Copper,2026-03-16 16:28:35,False,1,19052,19071,19,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,75,6,0,0,0,71
Respè,2026-03-16 16:18:15,False,0,61,67,6,0.0,True,True,False,False,False,False,False,False,False,False,5,0,0,0,13,20,0,0,0,13
Results of the 1992 Philippine House of Representatives elections,2026-03-16 16:20:06,False,0,107449,108362,913,0.0,True,True,False,False,False,False,False,False,False,False,65,0,0,0,14,1,0,0,1,9
Retrograde signaling,2026-03-16 16:31:29,False,0,27432,29249,1817,0.0,True,True,False,False,False,False,False,False,False,False,20,0,0,0,15,3,0,0,1,10
Reul,2026-03-16 16:18:36,False,0,66,72,6,0.0,True,True,False,False,False,False,False,False,False,False,4,0,0,0,13,20,0,0,0,13
Rex Stout,2026-03-16 16:26:41,False,0,57663,57037,-626,0.0,True,True,False,False,False,False,False,False,False,False,9,0,0,0,295,2,0,0,1,302
Ria Öling,2026-03-16 16:31:37,False,0,21068,21406,338,0.0,True,True,False,False,False,False,False,False,False,False,9,0,0,0,25,1,0,0,1,20
Ribeseya,2026-03-16 16:19:06,False,0,57,64,7,0.0,True,True,False,False,False,False,False,False,False,False,8,0,0,0,14,20,0,0,0,14
Rice Price,2026-03-16 16:18:25,False,0,2031,2513,482,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,7,85,1,0,0,7
"Richard Berens (cricketer, born 1801)",2026-03-16 16:18:30,False,0,1061,1543,482,0.0,True,True,False,False,False,False,False,False,False,False,37,0,0,0,7,85,1,0,0,7
Richard Kauffmann,2026-03-16 16:16:57,False,1,6458,6462,4,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,10,4,0,0,0,10
Richard Osman's House of Games,2026-03-16 16:22:22,True,0,40656,40789,133,0.0,True,True,False,False,False,False,False,False,False,False,30,0,0,0,149,8,0,0,0,85
Richard Warsop,2026-03-16 16:18:38,False,0,1284,1766,482,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,7,85,1,0,0,7
Ricoh XR-P,2026-03-16 16:17:24,False,0,1613,1648,35,0.0,True,True,False,False,False,False,False,False,False,False,10,0,1,0,63,19,0,0,0,49
Ricoh XR-P,2026-03-16 16:19:08,False,0,1648,1678,30,104.0,False,True,False,False,False,False,False,False,False,False,10,0,1,0,58,19,0,0,0,44
Ricoh XR1,2026-03-16 16:19:16,False,0,978,1008,30,0.0,True,True,False,False,False,False,False,False,False,False,9,0,1,0,58,19,0,0,0,44
"Rigi, Miyan Jolgeh",2026-03-16 16:25:15,False,0,7335,9249,1914,0.0,True,True,False,False,False,False,False,False,False,False,18,0,1,1,25,19,0,0,0,25
Riley Herbst,2026-03-16 16:16:54,False,0,91625,91641,16,0.0,True,True,False,False,False,False,False,False,False,False,12,0,0,0,10,19,0,0,0,10
Rincón Bomba massacre,2026-03-16 16:19:59,False,1,37537,37561,24,0.0,True,True,False,False,False,False,False,False,False,False,21,0,0,0,22,1,0,0,0,22
Risk It All (Bruno Mars song),2026-03-16 16:25:08,False,0,22205,22205,0,0.0,True,True,False,False,False,False,False,False,False,False,29,0,0,0,24,5,0,0,1,21
Robbie Gotts,2026-03-16 16:25:28,False,1,14159,14159,0,0.0,True,True,False,False,False,False,False,False,False,False,12,0,1,0,35,22,0,0,0,35
Robert Battiscombe,2026-03-16 16:18:46,False,0,1750,2232,482,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,7,85,1,0,0,7
Robert Broadbridge,2026-03-16 16:18:50,False,0,846,1328,482,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,7,85,1,0,0,7
"Robert Gibson (cricketer, born 1801)",2026-03-16 16:18:53,False,0,747,1229,482,0.0,True,True,False,False,False,False,False,False,False,False,36,0,0,0,7,85,1,0,0,7
"Robert Webb (cricketer, born 1806)",2026-03-16 16:19:05,False,0,2502,2979,477,0.0,True,True,False,False,False,False,False,False,False,False,34,0,0,0,7,85,1,0,0,7
Robin Pingeton,2026-03-16 16:23:31,False,0,16278,16351,73,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,10,12,0,0,0,10
Rodante Marcoleta,2026-03-16 16:18:08,False,0,36261,36281,20,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,1,31,1,0,0,0,31
Rodante Marcoleta,2026-03-16 16:27:37,False,1,36281,36261,-20,569.0,False,True,False,False,False,False,False,False,False,False,17,1,0,0,131,7,0,0,0,44
Rolf Harris,2026-03-16 16:29:09,False,0,98573,98600,27,0.0,True,True,False,False,False,False,False,False,False,False,11,0,1,0,51,3,0,0,0,51
Rolling stock,2026-03-16 16:17:13,False,0,7685,7689,4,0.0,True,True,False,False,False,False,False,False,False,False,13,0,0,0,10,4,0,0,0,10
Rose Matafeo,2026-03-16 16:18:36,False,0,29455,29455,0,0.0,True,True,False,False,False,False,False,False,False,False,12,0,1,0,15,4,0,0,0,15
Ross Chastain,2026-03-16 16:17:35,False,0,171905,171918,13,0.0,True,True,False,False,False,False,False,False,False,False,13,0,0,0,10,19,0,0,0,10
Rothley railway station,2026-03-16 16:19:17,False,1,7984,8170,186,0.0,True,True,False,False,False,False,False,False,False,False,23,0,1,0,14,1,0,0,0,14
Royal Canadian Air Force,2026-03-16 16:30:12,False,0,93922,93913,-9,0.0,True,True,False,False,False,False,False,False,False,False,24,0,1,0,36,5,0,0,1,33
Royal Navy,2026-03-16 16:19:42,False,0,164175,164395,220,0.0,True,True,False,False,False,False,False,False,False,False,10,0,1,0,65,1,0,0,0,65
Ryan Blaney,2026-03-16 16:18:07,False,0,164093,164084,-9,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,10,19,0,0,0,10
Ryan Preece,2026-03-16 16:18:36,False,0,123976,123971,-5,0.0,True,True,False,False,False,False,False,False,False,False,11,0,0,0,10,19,0,0,0,10
Ryan Wiebe,2026-03-16 16:17:09,False,0,15812,15601,-211,0.0,True,True,False,False,False,False,False,False,False,False,10,0,1,0,6,3,0,0,0,6
SELEX Sistemi Integrati,2026-03-16 16:17:34,False,0,8578,8643,65,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,213,65,1,0,0,201
Safe room,2026-03-16 16:27:38,False,1,12891,12891,0,0.0,True,True,False,False,False,False,False,False,False,False,9,0,0,0,29,28,0,0,1,26
Said Fayad,2026-03-16 16:19:20,False,1,7422,7434,12,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,13,2,0,0,0,13
Saint Lucy,2026-03-16 16:31:53,False,0,37339,37348,9,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,10,1,0,0,0,10
Sam Temple,2026-03-16 16:16:59,False,1,1152,1195,43,0.0,True,True,False,False,False,False,False,False,False,False,10,0,0,0,10,1,0,0,0,10
Samuel Bridger,2026-03-16 16:19:10,False,0,835,1317,482,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,7,85,1,0,0,7
Samuel Bullock,2026-03-16 16:19:37,False,0,753,1235,482,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,7,85,1,0,0,7
Samuel Kingdon,2026-03-16 16:19:40,False,0,1511,1993,482,0.0,True,True,False,False,False,False,False,False,False,False,14,0,0,0,7,85,1,0,0,7
San Bernardino International Airport,2026-03-16 16:32:38,False,0,15941,15940,-1,0.0,True,True,False,False,False,False,False,False,False,False,36,0,1,0,23,2,0,0,1,20
San Carlos Apache Indian Reservation,2026-03-16 16:25:06,False,1,28005,27972,-33,0.0,True,True,False,False,False,False,False,False,False,False,36,0,0,0,107,6,0,0,0,95
